Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
XAU,4430.0,8485923.45454618,101.28624569099988,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4435.0,6018736.453251938,39.19907786885469,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4440.0,8790801.077097166,63.77474826613958,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4445.0,5139399.983774224,32.12803934812164,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4450.0,128053122.18834344,947.2531047036707,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4455.0,3514598.637654552,21.127666971631136,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4460.0,6444961.2523875255,37.61453871850298,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4465.0,5849126.389738694,47.962456278287334,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4470.0,8015064.246353624,44.305944698872786,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4475.0,51417530.420964025,286.59503073478817,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4480.0,8794158.393402336,49.281577840817754,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4485.0,2456163.032576509,15.187070716857512,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4490.0,11092399.688692253,80.23834936113882,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4495.0,7842405.888429361,56.488085464306174,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4500.0,365616908.3307337,2397.7791826437783,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
XAU,4505.0,10333960.091402335,57.556525498720596,0.0,0.0,0.0,0.0,0.0,0.0,4410.775418478062,4323.224581521938,4454.550836956125,4279.449163043875,DEC26,AUG26,2026-08-14,2026-11-23,4367.0,4024.4222337782235,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,AUG26,SEP26=PUT_CALL_PARITY;AUG26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;JAN27=PUT_CALL_PARITY;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY;AUG27=SERIES_FORWARD_CLUSTER;FEB28=SERIES_FORWARD_CLUSTER,SEP26=4367.1;AUG26=4367;OCT26=4367.1;OCT27=4896.8;DEC26=4400.1;NOV26=4399;JAN27=4436.4;JUN27=4500.6;FEB27=4437.65;DEC27=4620.2;APR27=4467.9;MAR27=4469.15;MAY27=4498.2;DEC28=5421.1;JAN28=5683.5;AUG27=4828;FEB28=3892.8,DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-08-19,7,69,0.0,NONE,5557,5258,0,0,299,NONE,MMG,OK,NONE,NONE,2026-08-07
