Currency,Strike,Total_GEX,Total_Abs_Gamma,Daily_Call_Settle,Daily_Call_OI,Daily_Put_Settle,Daily_Put_OI,Global_Call_OI,Global_Put_OI,R68_High,R68_Low,R95_High,R95_Low,Global_Month,Daily_Month,Daily_Expiry,Global_Expiry,Futures_Spot,Gamma_Flip,Gamma_Flip_Status,Quality_Status,Quality_Reasons,Series_Catalog_Version,Spot_Source,Spot_Reference_Month,Spot_Month_Sources,Spot_Observed_Values,Spot_Fallback_Details,IV_Source,IV_Expiry,IV_DTE,IV_Input_Rows,IV_Reference_Strike,IV_Fallback_Reason,Input_Rows,Used_Rows,Excluded_Unknown_Rows,Excluded_Unresolved_Expiry_Rows,Excluded_Expired_Rows,Unknown_Option_Types,Estimated_Expiry_Types,Anomaly_Status,Anomaly_Codes,Anomaly_Details,Anomaly_Baseline_Date
XAU,4670.0,5278848.726505929,41.290058738615784,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4675.0,23169785.91452047,177.61610422664964,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4680.0,-8805.416173044592,130.9763770120215,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4685.0,7200725.1426107995,43.647051416838515,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4690.0,3269000.1246141484,42.09726352495982,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4695.0,1514183.993405113,21.638043012053704,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4700.0,154499180.31637338,1098.2557222527198,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4705.0,4631387.97178482,27.766088480302365,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4710.0,2648575.689253363,25.85169042127869,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4715.0,2724393.551881263,18.733051160078844,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4720.0,3663897.322806066,25.526336080991655,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4725.0,35843893.913688004,232.96228798323722,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
XAU,4730.0,3834504.0011896323,23.96393958391353,0.0,0.0,0.0,0.0,0.0,0.0,4430.651139882014,4294.948860117986,4498.502279764028,4227.097720235973,DEC26,SEP26,2026-09-04,2026-11-23,4362.8,4181.2319098401085,FOUND,DEGRADED,SPOT_MONTH_FALLBACK;UNRESOLVED_EXPIRY;ESTIMATED_EXPIRY_ALIAS,2026-08-02.2,PUT_CALL_PARITY,SEP26,SEP26=PUT_CALL_PARITY;DEC26=PUT_CALL_PARITY;NOV26=PUT_CALL_PARITY;OCT26=PUT_CALL_PARITY;FEB28=SERIES_FORWARD_CLUSTER;JAN27=PUT_CALL_PARITY;OCT27=SERIES_FORWARD_CLUSTER;JUN27=PUT_CALL_PARITY;FEB27=PUT_CALL_PARITY;MAY27=PUT_CALL_PARITY;MAR27=PUT_CALL_PARITY;APR27=PUT_CALL_PARITY;DEC27=PUT_CALL_PARITY;JUL27=SERIES_FORWARD_CLUSTER;AUG27=PUT_CALL_PARITY;SEP27=PUT_CALL_PARITY;DEC28=PUT_CALL_PARITY;JAN28=PUT_CALL_PARITY,SEP26=4362.8;DEC26=4397.05;NOV26=4396.8;OCT26=4362.9;FEB28=4489.95;JAN27=4432.8;OCT27=4920.9;JUN27=4503.4;FEB27=4433.8;MAY27=4500.5;MAR27=4466.8;APR27=4467.3;DEC27=4624.1;JUL27=5056.1;AUG27=5396.3;SEP27=5432.85;DEC28=5576.4;JAN28=5699.4,AUG27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;SEP27=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;DEC28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER;JAN28=GLOBAL_REFERENCE_OUTLIER_SERIES_FORWARD_CLUSTER,WEIGHTED_ATM,2026-09-11,6,74,0.0,NONE,5823,5454,0,80,289,NONE,MMG,WARN,IV_SHIFT,R68 IV proxy changed by a factor of 0.28,2026-09-01
